"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Identification Date","Identification Analyst","Advanced ID Date","Advanced ID Analyst","Microhabitat Type","Plot Number","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number"
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,1,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,19-Aug-08,RPO,DNC,DNC,LS,1,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,1,Wavy Dicranum,Dicranum undulatum,Species,98286732,
Rotation 1,1379,2008,07-Jul-08,MPA,19-Aug-08,RPO,DNC,DNC,LS,1,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,19-Aug-08,RPO,DNC,DNC,LS,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,1,Peat Moss,Sphagnum angustifolium,Species,99000298,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,1,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,1,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,19-Aug-08,RPO,DNC,DNC,TC,1,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,1,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,UH,1,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,UH,1,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,1,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,UH,1,VNA,Polytrichum strictum,Species,99000872,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,UH,1,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,1,VNA,Hamatocaulis vernicosus,Species,99001052,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,WPW,1,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,WPW,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,WPW,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,WPW,1,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,1,VNA,Meesia triquetra,Species,99001023,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,1,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,1,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,2,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,2,VNA,Campylium stellatum,Species,99001144,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,2,VNA,Plagiochila porelloides,Species,99001351,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,2,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1379,2008,07-Jul-08,MPA,19-Aug-08,RPO,DNC,DNC,TC,2,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,19-Aug-08,RPO,DNC,DNC,TC,2,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,TC,2,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,TC,2,Peat Moss,Sphagnum centrale,Species,99000300,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,TD,2,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,TD,2,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,TD,2,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Calliergon giganteum,Species,99001247,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Hamatocaulis vernicosus,Species,99001052,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,SNI,SNI,VNA,VNA,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,SNI,SNI,VNA,VNA,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,UH,2,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,UH,2,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,UH,2,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,Wavy Dicranum,Dicranum undulatum,Species,98286732,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Thuidium recognitum,Species,99000757,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,Wavy Dicranum,Dicranum undulatum,Species,98286732,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Hamatocaulis vernicosus,Species,99001052,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,WPW,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,2,VNA,Bryum,Genus,99000545,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,2,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,WPW,2,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,WPW,2,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,WPW,2,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,UH,3,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,3-Sep-09,JCD,DNC,DNC,UH,3,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Bryum,Genus,99000545,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Helodium blandowii,Species,99001055,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,UH,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Polytrichum strictum,Species,99000872,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,WPW,3,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,WPW,3,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,3,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,WPW,3,VNA,Campylium stellatum,Species,99001144,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,UH,4,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,4,Rusty Peat Moss,Sphagnum fuscum,Species,99000303,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,UH,4,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,4,Rusty Peat Moss,Sphagnum fuscum,Species,99000303,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,4,VNA,Polytrichum strictum,Species,99000872,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,4,Rusty Peat Moss,Sphagnum fuscum,Species,99000303,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,DT,1,VNA,Abietinella abietina,Species,99001263,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,DT,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,DT,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,DT,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1404,2008,12-Jun-08,KBR,26-Aug-08,RPO,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,26-Aug-08,RPO,DNC,DNC,LH,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1404,2008,12-Jun-08,KBR,15-Sep-09,JCD,DNC,DNC,LH,1,SNI,SNI,VNA,VNA,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,LS,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,TC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,TC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,TC,1,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,1,VNA,Mnium spinulosum,Species,99000903,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,2,VNA,Orthotrichum speciosum,Species,99000940,
Rotation 1,1404,2008,12-Jun-08,KBR,26-Aug-08,RPO,DNC,DNC,LH,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,2,VNA,Orthotrichum,Genus,99000633,
Rotation 1,1404,2008,12-Jun-08,KBR,26-Aug-08,RPO,DNC,DNC,LH,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,26-Aug-08,RPO,DNC,DNC,LH,2,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,2,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,LS,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,LS,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,2,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,LS,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,LS,2,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,2,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,2,VNA,Bryum,Genus,99000545,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,2,VNA,Abietinella abietina,Species,99001263,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,UH,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,3,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,3,VNA,Hylocomium,Genus,99000286,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,LS,3,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1404,2008,12-Jun-08,KBR,25-Aug-08,RPO,DNC,DNC,LS,3,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,LS,3,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,3,SNI,SNI,VNA,VNA,
Rotation 1,1404,2008,12-Jun-08,KBR,26-Aug-08,RPO,DNC,DNC,UH,3,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,4,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,4,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,4,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1404,2008,12-Jun-08,KBR,26-Aug-08,RPO,DNC,DNC,UH,4,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1404,2008,12-Jun-08,KBR,26-Aug-08,RPO,DNC,DNC,UH,4,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1404,2008,12-Jun-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,4,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,HB,1,VNA,Bryum,Genus,99000545,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,HB,1,SNI,SNI,VNA,VNA,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,HB,1,SNI,SNI,VNA,VNA,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,HB,1,SNI,SNI,VNA,VNA,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,HB,1,VNA,Bryum,Genus,99000545,
Rotation 1,1436,2008,29-May-08,KBR,27-Aug-08,MPA,DNC,DNC,HB,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,HB,1,Cuspidate Earth Moss,Tortula acaulon,Species,99000948,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,HB,1,VNA,Bryum,Genus,99000545,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,MISC,1,SNI,SNI,VNA,VNA,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,MISC,1,VNA,Bryum,Genus,99000545,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,MISC,1,VNA,Bryum,Genus,99000545,
Rotation 1,1436,2008,29-May-08,KBR,27-Aug-08,MPA,DNC,DNC,MISC,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,MISC,1,VNA,Bryum,Genus,99000545,
Rotation 1,1436,2008,29-May-08,KBR,27-Aug-08,MPA,DNC,DNC,MISC,1,VNA,Polytrichum piliferum,Species,99000870,
Rotation 1,1436,2008,29-May-08,KBR,27-Aug-08,MPA,DNC,DNC,UH,4,VNA,Polytrichum piliferum,Species,99000870,
Rotation 1,1436,2008,29-May-08,KBR,27-Aug-08,MPA,DNC,DNC,UH,5,VNA,Polytrichum piliferum,Species,99000870,
Rotation 1,1436,2008,29-May-08,KBR,1-Aug-09,LML,DNC,DNC,UH,6,VNA,Bryum,Genus,99000545,
Rotation 1,1436,2008,29-May-08,KBR,27-Aug-08,MPA,DNC,DNC,UH,6,VNA,Polytrichum piliferum,Species,99000870,
