"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Stratum","Identification Date","Identification Analyst","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number","Identification Qualifier ","Qualifier Taxonomic Rank "
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,SVE,VNA,Drepanocladus,Genus,99000279,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,Marsh Thyme-moss,Plagiomnium ellipticum,Species,99000961,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,VNA,Campylium,Genus,99000555,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,KWI2,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,08-Aug-13,SVE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Tree/Other,09-Aug-13,KWI2,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Upland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,09-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,12-Aug-13,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,29-Jan-15,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,12-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,29-Jan-15,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,12-Aug-13,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,29-Jan-15,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,12-Aug-13,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,29-Jan-15,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,12-Aug-13,KWI2,Marsh Thyme-moss,Plagiomnium ellipticum,Species,99000961,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,09-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,12-Aug-13,KWI2,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,12-Aug-13,KWI2,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,12-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,29-Jan-15,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,12-Aug-13,KWI2,VNA,Pohlia wahlenbergii,Species,99000863,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,29-Jan-15,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,29-Jan-15,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Wetland,09-Aug-13,SVE,Bog Bead Moss,Aulacomnium palustre,Species,99001296,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SE,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SE,Upland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SE,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,VNA,Brachythecium albicans,Species,99001319,cf.,Species,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,RCA2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,RCA2,VNA,Brachythecium salebrosum,Species,99001208,cf.,Species,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,KWI2,VNA,Bryum,Genus,99000545,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,RCA2,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Upland,09-Aug-13,KWI2,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Upland,29-Jan-15,KWI2,Juniper Haircap Moss,Polytrichum juniperinum,Species,99000866,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Upland,09-Aug-13,RCA2,VNA,Cephaloziella divaricata,Species,99001154,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Upland,09-Aug-13,KWI2,Awned Haircap Moss,Polytrichum piliferum,Species,99000870,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Upland,11-Feb-15,KWI2,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Upland,09-Aug-13,LLA,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Upland,09-Aug-13,KWI2,Juniper Haircap Moss,Polytrichum juniperinum,Species,99000866,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Upland,11-Feb-15,KWI2,Awned Haircap Moss,Polytrichum piliferum,Species,99000870,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Upland,09-Aug-13,KWI2,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NE,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NW,Upland,29-Jan-15,KWI2,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NW,Upland,09-Aug-13,KWI2,Juniper Haircap Moss,Polytrichum juniperinum,Species,99000866,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NW,Upland,09-Aug-13,KWI2,Juniper Haircap Moss,Polytrichum juniperinum,Species,99000866,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NW,Upland,09-Aug-13,KWI2,VNA,Ptychostomum creberrimum,Species,99001228,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,NW,Wetland,09-Aug-13,RCA2,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SE,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SE,Upland,29-Jan-15,KWI2,Awned Haircap Moss,Polytrichum piliferum,Species,99000870,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SE,Upland,09-Aug-13,KWI2,Juniper Haircap Moss,Polytrichum juniperinum,Species,99000866,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SE,Upland,09-Aug-13,LLA,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SE,Upland,29-Jan-15,KWI2,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SE,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SW,Upland,29-Jan-15,KWI2,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SW,Upland,09-Aug-13,RCA2,Awned Haircap Moss,Polytrichum piliferum,Species,99000870,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SW,Upland,09-Aug-13,LLA,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SW,Upland,09-Aug-13,KWI2,Juniper Haircap Moss,Polytrichum juniperinum,Species,99000866,VNA,VNA,
Rotation 1,1307,2013,29-May-13,SVE,SW,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NE,Upland,09-Feb-14,EFE,VNA,Bryum argenteum,Species,99001220,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NW,Upland,09-Feb-14,EFE,VNA,Bryum argenteum,Species,99001220,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,NW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SE,Upland,09-Feb-14,EFE,VNA,Bryum argenteum,Species,99001220,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SE,Upland,09-Feb-14,EFE,VNA,Bryum argenteum,Species,99001220,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SW,Upland,09-Feb-14,EFE,VNA,Bryum argenteum,Species,99001220,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SW,Upland,09-Feb-14,EFE,VNA,Bryum argenteum,Species,99001220,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SW,Upland,09-Feb-14,EFE,VNA,Bryum argenteum,Species,99001220,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SW,Upland,08-Aug-13,MBO,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1308,2013,30-May-13,SVE,SW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Upland,22-Jan-15,KWI2,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Upland,22-Jan-15,KWI2,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Upland,22-Jan-15,KWI2,VNA,Gemmabryum caespiticium,Species,99001221,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Upland,22-Jan-15,KWI2,VNA,Pottiaceae,Family,99000466,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Upland,22-Jan-15,KWI2,Golden Thread-moss,Leptobryum pyriforme,Species,99000976,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Upland,08-Aug-13,TMA,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Upland,08-Aug-13,TMA,VNA,Campylium,Genus,99000555,s.l.,Genus,
Rotation 1,1309,2013,28-May-13,ECH,NE,Upland,22-Jan-15,KWI2,VNA,Bryum argenteum,Species,99001220,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Wetland,08-Aug-13,TMA,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1309,2013,28-May-13,ECH,NE,Wetland,22-Jan-15,KWI2,Ringless Hook-moss,Sarmentypnum exannulatum,Species,99000719,VNA,VNA,
